>AF498709_S000395284;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AF498709_S000395284;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AY326568_S000140633;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AY326568_S000140633;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AJ582046_S000143920;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AJ582046_S000143920;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AY326562_S000138758;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AY326562_S000138758;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>EF457403_S000834828;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457403_S000834828;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AJ519371_S000103030;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AJ519371_S000103030;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>EF457399_S000834824;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457399_S000834824;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>EF457342_S000834767;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457342_S000834767;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AJ292581_S000022859;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AJ292581_S000022859;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>EF457382_S000834807;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457382_S000834807;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
